Date,Open,High,Low,Close,Adj Close,Volume
2020-11-02,44.959999084472656,45.060001373291016,44.2400016784668,44.459999084472656,44.138954162597656,33856700
2020-11-03,44.72999954223633,45.459999084472656,44.70000076293945,44.849998474121094,44.52613830566406,34349500
2020-11-04,45.11000061035156,46.150001525878906,44.779998779296875,45.70000076293945,45.37000274658203,34748200
2020-11-05,46.150001525878906,46.380001068115234,45.529998779296875,45.68000030517578,45.68000030517578,31103200
2020-11-06,45.540000915527344,45.79999923706055,44.900001525878906,45.38999938964844,45.38999938964844,36233700
2020-11-09,46.63999938964844,47.349998474121094,45.540000915527344,45.599998474121094,45.599998474121094,48481700
2020-11-10,45.400001525878906,46.47999954223633,45.25,45.439998626708984,45.439998626708984,39224500
2020-11-11,45.900001525878906,46.459999084472656,45.86000061035156,46.349998474121094,46.349998474121094,31496900
2020-11-12,46.130001068115234,46.189998626708984,44.54999923706055,44.95000076293945,44.95000076293945,42881300
2020-11-13,44.9900016784668,45.58000183105469,44.970001220703125,45.459999084472656,45.459999084472656,30884700
2020-11-16,46.040000915527344,46.75,45.790000915527344,46.189998626708984,46.189998626708984,36306300
2020-11-17,45.75,46.119998931884766,45.40999984741211,45.529998779296875,45.529998779296875,31118000
2020-11-18,45.54999923706055,45.689998626708984,45.040000915527344,45.060001373291016,45.060001373291016,32817900
2020-11-19,44.91999816894531,45.66999816894531,44.70000076293945,45.619998931884766,45.619998931884766,29469100
2020-11-20,45.65999984741211,45.880001068115234,45.33000183105469,45.38999938964844,45.38999938964844,24183700
2020-11-23,45.47999954223633,46.209999084472656,45.45000076293945,46.060001373291016,46.060001373291016,35489600
2020-11-24,46.290000915527344,47.29999923706055,46.0099983215332,47.0099983215332,47.0099983215332,33901200
2020-11-25,47.029998779296875,47.18000030517578,46.56999969482422,47.04999923706055,47.04999923706055,28126900
2020-11-27,47.36000061035156,48.099998474121094,47.36000061035156,47.45000076293945,47.45000076293945,15921400
2020-11-30,47.41999816894531,48.5,47.27000045776367,48.349998474121094,48.349998474121094,46332700
2020-12-01,48.75,50.22999954223633,48.709999084472656,49.560001373291016,49.560001373291016,57778200
2020-12-02,49.220001220703125,50.060001373291016,49.18000030517578,49.900001525878906,49.900001525878906,33753500
2020-12-03,49.91999816894531,51.11000061035156,49.779998779296875,50.9900016784668,50.9900016784668,50261200
2020-12-04,51.060001373291016,52.650001525878906,51.0,51.9900016784668,51.9900016784668,39767700
2020-12-07,51.0,51.290000915527344,49.560001373291016,50.20000076293945,50.20000076293945,51011200
2020-12-08,49.83000183105469,50.720001220703125,49.810001373291016,50.689998626708984,50.689998626708984,25721556
